action,projectSlug,unitNo,layoutCode,towerNumber,phaseName,floor,stack,displaySequence,builtUpSqft,landAreaSqft,dimensionText,facing,positionType,carparkCount,carparkLotNo,carparkType,lotTypeCode,bookingStatusCode,basePrice,finalPrice
create,m-grand-minori-pelangi,A-41-19,TYPE_D,TOWER-A,,41,19,485,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-20,TYPE_D,TOWER-A,,41,20,486,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-01,TYPE_B,TOWER-A,,42,01,487,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-02,TYPE_B,TOWER-A,,42,02,488,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-03,TYPE_D1,TOWER-A,,42,03,489,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-05,TYPE_E,TOWER-A,,42,05,490,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-06,TYPE_B,TOWER-A,,42,06,491,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-07,TYPE_B,TOWER-A,,42,07,492,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-08,TYPE_C,TOWER-A,,42,08,493,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-09,TYPE_D1,TOWER-A,,42,09,494,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-10,TYPE_E,TOWER-A,,42,10,495,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-11,TYPE_A,TOWER-A,,42,11,496,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-12,TYPE_C,TOWER-A,,42,12,497,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-13,TYPE_C,TOWER-A,,42,13,498,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-15,TYPE_C,TOWER-A,,42,15,499,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-16,TYPE_C,TOWER-A,,42,16,500,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-17,TYPE_E,TOWER-A,,42,17,501,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-18,TYPE_E,TOWER-A,,42,18,502,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-19,TYPE_D,TOWER-A,,42,19,503,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-42-20,TYPE_D,TOWER-A,,42,20,504,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-01,TYPE_B,TOWER-A,,43,01,505,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-02,TYPE_B,TOWER-A,,43,02,506,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-03,TYPE_D1,TOWER-A,,43,03,507,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-05,TYPE_E,TOWER-A,,43,05,508,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-06,TYPE_B,TOWER-A,,43,06,509,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-07,TYPE_B,TOWER-A,,43,07,510,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-08,TYPE_C,TOWER-A,,43,08,511,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-09,TYPE_D1,TOWER-A,,43,09,512,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-10,TYPE_E,TOWER-A,,43,10,513,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-11,TYPE_A,TOWER-A,,43,11,514,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-12,TYPE_C,TOWER-A,,43,12,515,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-13,TYPE_C,TOWER-A,,43,13,516,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-15,TYPE_C,TOWER-A,,43,15,517,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-16,TYPE_C,TOWER-A,,43,16,518,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-17,TYPE_E,TOWER-A,,43,17,519,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-18,TYPE_E,TOWER-A,,43,18,520,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-19,TYPE_D,TOWER-A,,43,19,521,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-43-20,TYPE_D,TOWER-A,,43,20,522,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-01,TYPE_B,TOWER-A,,45,01,523,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-02,TYPE_B,TOWER-A,,45,02,524,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-03,TYPE_D1,TOWER-A,,45,03,525,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-05,TYPE_E,TOWER-A,,45,05,526,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-06,TYPE_B,TOWER-A,,45,06,527,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-07,TYPE_B,TOWER-A,,45,07,528,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-08,TYPE_C,TOWER-A,,45,08,529,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-09,TYPE_D1,TOWER-A,,45,09,530,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-10,TYPE_E,TOWER-A,,45,10,531,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-11,TYPE_A,TOWER-A,,45,11,532,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-12,TYPE_C,TOWER-A,,45,12,533,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-13,TYPE_C,TOWER-A,,45,13,534,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-15,TYPE_C,TOWER-A,,45,15,535,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-16,TYPE_C,TOWER-A,,45,16,536,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-17,TYPE_E,TOWER-A,,45,17,537,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-18,TYPE_E,TOWER-A,,45,18,538,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-19,TYPE_D,TOWER-A,,45,19,539,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-45-20,TYPE_D,TOWER-A,,45,20,540,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-01,TYPE_B,TOWER-A,,46,01,541,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-02,TYPE_B,TOWER-A,,46,02,542,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-03,TYPE_D1,TOWER-A,,46,03,543,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-05,TYPE_E,TOWER-A,,46,05,544,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-06,TYPE_B,TOWER-A,,46,06,545,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-07,TYPE_B,TOWER-A,,46,07,546,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-08,TYPE_C,TOWER-A,,46,08,547,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-09,TYPE_D1,TOWER-A,,46,09,548,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-10,TYPE_E,TOWER-A,,46,10,549,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-11,TYPE_A,TOWER-A,,46,11,550,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-12,TYPE_C,TOWER-A,,46,12,551,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-13,TYPE_C,TOWER-A,,46,13,552,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-15,TYPE_C,TOWER-A,,46,15,553,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-16,TYPE_C,TOWER-A,,46,16,554,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-17,TYPE_E,TOWER-A,,46,17,555,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-18,TYPE_E,TOWER-A,,46,18,556,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-19,TYPE_D,TOWER-A,,46,19,557,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-46-20,TYPE_D,TOWER-A,,46,20,558,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-01,TYPE_B,TOWER-A,,47,01,559,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-02,TYPE_B,TOWER-A,,47,02,560,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-03,TYPE_D1,TOWER-A,,47,03,561,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-05,TYPE_E,TOWER-A,,47,05,562,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-06,TYPE_B,TOWER-A,,47,06,563,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-07,TYPE_B,TOWER-A,,47,07,564,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-08,TYPE_C,TOWER-A,,47,08,565,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-09,TYPE_D1,TOWER-A,,47,09,566,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-10,TYPE_E,TOWER-A,,47,10,567,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-11,TYPE_A,TOWER-A,,47,11,568,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-12,TYPE_C,TOWER-A,,47,12,569,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-13,TYPE_C,TOWER-A,,47,13,570,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-15,TYPE_C,TOWER-A,,47,15,571,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-16,TYPE_C,TOWER-A,,47,16,572,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-17,TYPE_E,TOWER-A,,47,17,573,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-18,TYPE_E,TOWER-A,,47,18,574,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-19,TYPE_D,TOWER-A,,47,19,575,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-47-20,TYPE_D,TOWER-A,,47,20,576,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-01,TYPE_B,TOWER-A,,48,01,577,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-02,TYPE_B,TOWER-A,,48,02,578,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-03,TYPE_D1,TOWER-A,,48,03,579,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-05,TYPE_E,TOWER-A,,48,05,580,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-06,TYPE_B,TOWER-A,,48,06,581,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-07,TYPE_B,TOWER-A,,48,07,582,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-08,TYPE_C,TOWER-A,,48,08,583,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-09,TYPE_D1,TOWER-A,,48,09,584,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-10,TYPE_E,TOWER-A,,48,10,585,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-11,TYPE_A,TOWER-A,,48,11,586,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-12,TYPE_C,TOWER-A,,48,12,587,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-13,TYPE_C,TOWER-A,,48,13,588,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-15,TYPE_C,TOWER-A,,48,15,589,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-16,TYPE_C,TOWER-A,,48,16,590,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-17,TYPE_E,TOWER-A,,48,17,591,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-18,TYPE_E,TOWER-A,,48,18,592,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-19,TYPE_D,TOWER-A,,48,19,593,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-48-20,TYPE_D,TOWER-A,,48,20,594,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-01,TYPE_B,TOWER-A,,49,01,595,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-02,TYPE_B,TOWER-A,,49,02,596,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-03,TYPE_D1,TOWER-A,,49,03,597,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-05,TYPE_E,TOWER-A,,49,05,598,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-06,TYPE_B,TOWER-A,,49,06,599,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-07,TYPE_B,TOWER-A,,49,07,600,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-08,TYPE_C,TOWER-A,,49,08,601,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-09,TYPE_D1,TOWER-A,,49,09,602,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-10,TYPE_E,TOWER-A,,49,10,603,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-11,TYPE_A,TOWER-A,,49,11,604,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-12,TYPE_C,TOWER-A,,49,12,605,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-13,TYPE_C,TOWER-A,,49,13,606,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-15,TYPE_C,TOWER-A,,49,15,607,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-16,TYPE_C,TOWER-A,,49,16,608,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-17,TYPE_E,TOWER-A,,49,17,609,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-18,TYPE_E,TOWER-A,,49,18,610,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-19,TYPE_D,TOWER-A,,49,19,611,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-49-20,TYPE_D,TOWER-A,,49,20,612,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-01,TYPE_B,TOWER-A,,50,01,613,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-02,TYPE_B,TOWER-A,,50,02,614,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-03,TYPE_D1,TOWER-A,,50,03,615,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-05,TYPE_E,TOWER-A,,50,05,616,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-06,TYPE_B,TOWER-A,,50,06,617,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-07,TYPE_B,TOWER-A,,50,07,618,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-08,TYPE_C,TOWER-A,,50,08,619,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-09,TYPE_D1,TOWER-A,,50,09,620,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-10,TYPE_E,TOWER-A,,50,10,621,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-11,TYPE_A,TOWER-A,,50,11,622,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-12,TYPE_C,TOWER-A,,50,12,623,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-13,TYPE_C,TOWER-A,,50,13,624,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-15,TYPE_C,TOWER-A,,50,15,625,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-16,TYPE_C,TOWER-A,,50,16,626,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-17,TYPE_E,TOWER-A,,50,17,627,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-18,TYPE_E,TOWER-A,,50,18,628,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-19,TYPE_D,TOWER-A,,50,19,629,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-50-20,TYPE_D,TOWER-A,,50,20,630,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-01,TYPE_B,TOWER-A,,51,01,631,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-02,TYPE_B,TOWER-A,,51,02,632,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-03,TYPE_D1,TOWER-A,,51,03,633,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-05,TYPE_E,TOWER-A,,51,05,634,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-06,TYPE_B,TOWER-A,,51,06,635,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-07,TYPE_B,TOWER-A,,51,07,636,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-08,TYPE_C,TOWER-A,,51,08,637,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-09,TYPE_D1,TOWER-A,,51,09,638,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-10,TYPE_E,TOWER-A,,51,10,639,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-11,TYPE_A,TOWER-A,,51,11,640,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-12,TYPE_C,TOWER-A,,51,12,641,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-13,TYPE_C,TOWER-A,,51,13,642,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-15,TYPE_C,TOWER-A,,51,15,643,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-16,TYPE_C,TOWER-A,,51,16,644,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-17,TYPE_E,TOWER-A,,51,17,645,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-18,TYPE_E,TOWER-A,,51,18,646,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-19,TYPE_D,TOWER-A,,51,19,647,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-51-20,TYPE_D,TOWER-A,,51,20,648,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-01,TYPE_B,TOWER-A,,52,01,649,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-02,TYPE_B,TOWER-A,,52,02,650,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-03,TYPE_D1,TOWER-A,,52,03,651,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-05,TYPE_E,TOWER-A,,52,05,652,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-06,TYPE_B,TOWER-A,,52,06,653,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-07,TYPE_B,TOWER-A,,52,07,654,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-08,TYPE_C,TOWER-A,,52,08,655,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-09,TYPE_D1,TOWER-A,,52,09,656,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-10,TYPE_E,TOWER-A,,52,10,657,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-11,TYPE_A,TOWER-A,,52,11,658,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-12,TYPE_C,TOWER-A,,52,12,659,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-13,TYPE_C,TOWER-A,,52,13,660,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-15,TYPE_C,TOWER-A,,52,15,661,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-16,TYPE_C,TOWER-A,,52,16,662,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-17,TYPE_E,TOWER-A,,52,17,663,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-18,TYPE_E,TOWER-A,,52,18,664,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-19,TYPE_D,TOWER-A,,52,19,665,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-52-20,TYPE_D,TOWER-A,,52,20,666,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-01,TYPE_B,TOWER-A,,53,01,667,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-02,TYPE_B,TOWER-A,,53,02,668,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-03,TYPE_D1,TOWER-A,,53,03,669,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-05,TYPE_E,TOWER-A,,53,05,670,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-06,TYPE_B,TOWER-A,,53,06,671,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-07,TYPE_B,TOWER-A,,53,07,672,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-08,TYPE_C,TOWER-A,,53,08,673,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-09,TYPE_D1,TOWER-A,,53,09,674,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-10,TYPE_E,TOWER-A,,53,10,675,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-11,TYPE_A,TOWER-A,,53,11,676,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-12,TYPE_C,TOWER-A,,53,12,677,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-13,TYPE_C,TOWER-A,,53,13,678,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-15,TYPE_C,TOWER-A,,53,15,679,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-16,TYPE_C,TOWER-A,,53,16,680,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-17,TYPE_E,TOWER-A,,53,17,681,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-18,TYPE_E,TOWER-A,,53,18,682,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-19,TYPE_D,TOWER-A,,53,19,683,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-53-20,TYPE_D,TOWER-A,,53,20,684,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-01,TYPE_B,TOWER-A,,54,01,685,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-02,TYPE_B,TOWER-A,,54,02,686,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-03,TYPE_D1,TOWER-A,,54,03,687,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-05,TYPE_E,TOWER-A,,54,05,688,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-06,TYPE_B,TOWER-A,,54,06,689,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-07,TYPE_B,TOWER-A,,54,07,690,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-08,TYPE_C,TOWER-A,,54,08,691,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-09,TYPE_D1,TOWER-A,,54,09,692,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-10,TYPE_E,TOWER-A,,54,10,693,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-11,TYPE_A,TOWER-A,,54,11,694,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-12,TYPE_C,TOWER-A,,54,12,695,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-13,TYPE_C,TOWER-A,,54,13,696,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-15,TYPE_C,TOWER-A,,54,15,697,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-16,TYPE_C,TOWER-A,,54,16,698,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-17,TYPE_E,TOWER-A,,54,17,699,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-18,TYPE_E,TOWER-A,,54,18,700,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-19,TYPE_D,TOWER-A,,54,19,701,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-54-20,TYPE_D,TOWER-A,,54,20,702,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-01,TYPE_B,TOWER-A,,55,01,703,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-02,TYPE_B,TOWER-A,,55,02,704,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-03,TYPE_D1,TOWER-A,,55,03,705,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-05,TYPE_E,TOWER-A,,55,05,706,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-06,TYPE_B,TOWER-A,,55,06,707,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-07,TYPE_B,TOWER-A,,55,07,708,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-08,TYPE_C,TOWER-A,,55,08,709,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-09,TYPE_D1,TOWER-A,,55,09,710,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-10,TYPE_E,TOWER-A,,55,10,711,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-11,TYPE_A,TOWER-A,,55,11,712,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-12,TYPE_C,TOWER-A,,55,12,713,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-13,TYPE_C,TOWER-A,,55,13,714,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-15,TYPE_C,TOWER-A,,55,15,715,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-16,TYPE_C,TOWER-A,,55,16,716,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-17,TYPE_E,TOWER-A,,55,17,717,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-18,TYPE_E,TOWER-A,,55,18,718,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-19,TYPE_D,TOWER-A,,55,19,719,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-55-20,TYPE_D,TOWER-A,,55,20,720,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-01,TYPE_B,TOWER-A,,56,01,721,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-02,TYPE_B,TOWER-A,,56,02,722,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-03,TYPE_D1,TOWER-A,,56,03,723,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-05,TYPE_E,TOWER-A,,56,05,724,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-06,TYPE_B,TOWER-A,,56,06,725,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-07,TYPE_B,TOWER-A,,56,07,726,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-56-08,TYPE_C,TOWER-A,,56,08,727,624.00,,,,,,,,,,,
